TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2026,3,13,1,14,2XX KEEFER ST,Strathcona,492833.2896,5458522.9181
Break and Enter Commercial,2026,2,18,3,30,2XX KEEFER ST,Strathcona,492873.6423,5458521.7303
Break and Enter Commercial,2026,5,9,3,37,2XX KEEFER ST,Strathcona,492873.6423,5458521.7303
Break and Enter Commercial,2026,5,10,4,50,2XX KEEFER ST,Strathcona,492873.6423,5458521.7303
Break and Enter Commercial,2026,1,14,4,25,2XX MAIN ST,Central Business District,492752.1201,5458893.4638
Break and Enter Commercial,2026,3,20,23,8,2XX MAIN ST,Central Business District,492753.2254,5458914.6531
Break and Enter Commercial,2026,6,30,21,45,2XX MAIN ST,Central Business District,492753.5609,5458921.088
Break and Enter Commercial,2026,5,26,9,0,2XX POWELL ST,Strathcona,492827.4875,5458935.8179
Break and Enter Commercial,2026,3,17,23,12,2XX PRIOR ST,Strathcona,492824.1682,5458218.5574
Break and Enter Commercial,2026,5,19,0,32,13XX CLARK DR,Strathcona,494371.0451,5457790.7812
Break and Enter Commercial,2026,7,21,17,55,13XX E 7TH AVE,Grandview-Woodland,494369.5353,5456837.4585
Break and Enter Commercial,2026,1,19,3,23,13XX GRANT ST,Grandview-Woodland,494495.101,5457634.1772
Break and Enter Commercial,2026,6,29,3,35,13XX JERVIS ST,West End,490061.8881,5458784.7599
Break and Enter Commercial,2026,1,3,5,10,13XX MARINASIDE CRES,Central Business District,491144.5661,5457678.9672
Break and Enter Commercial,2026,7,11,11,19,13XX NICOLA ST,West End,489783.8738,5458879.1552
Break and Enter Commercial,2026,3,24,10,30,13XX POWELL ST,Grandview-Woodland,494406.9577,5458942.3018
Break and Enter Commercial,2026,2,16,3,0,13XX POWELL ST,Grandview-Woodland,494485.038,5458929.6991
Break and Enter Commercial,2026,4,30,3,1,13XX ROBSON ST,West End,490641.3232,5459386.8386
Break and Enter Commercial,2026,3,6,7,0,13XX ROLSTON ST,Central Business District,490745.6479,5458115.1518
Break and Enter Commercial,2026,1,12,17,18,13XX SW MARINE DR,Marpole,490135.3148,5450044.6336
Break and Enter Commercial,2026,4,21,22,0,13XX THE CRESCENT CRES,Shaughnessy,490185.5813,5455980.1828
Break and Enter Commercial,2026,1,4,7,22,13XX VENABLES ST,Grandview-Woodland,494413.3985,5458229.4186
Break and Enter Commercial,2026,7,19,8,45,14XX BARCLAY ST,West End,490357.6829,5459375.5607
Break and Enter Commercial,2026,7,21,10,55,18XX LARCH ST,Kitsilano,488195.7083,5457482.1895
Break and Enter Commercial,2026,5,10,23,0,18XX MORTON AVE,West End,489678.7215,5459482.815
Break and Enter Commercial,2026,3,15,0,0,18XX NELSON ST,West End,489841.7282,5459717.6507
Break and Enter Commercial,2026,4,17,2,0,18XX QUEBEC ST,Mount Pleasant,492531.6815,5457363.1994
Break and Enter Commercial,2026,2,26,4,25,18XX SCOTIA ST,Mount Pleasant,492866.0485,5457229.3722
Break and Enter Commercial,2026,1,7,13,18,18XX VICTORIA DVRS,Kensington-Cedar Cottage,495168.24,5455595.7935
Break and Enter Commercial,2026,1,14,6,32,18XX W 4TH AVE,Kitsilano,489265.2275,5457268.0547
Break and Enter Commercial,2026,2,2,0,0,18XX W 4TH AVE,Kitsilano,489295.1674,5457258.0823
Break and Enter Commercial,2026,3,19,22,0,18XX W 6TH AVE,Kitsilano,489271.1785,5457069.1627
Break and Enter Commercial,2026,2,4,19,0,18XX W 6TH AVE,Kitsilano,489297.766,5457068.4986
Break and Enter Commercial,2026,4,22,8,58,18XX W BROADWAY AVE,Kitsilano,489246.907,5456780.7198
Break and Enter Commercial,2026,7,10,0,51,18XX W BROADWAY AVE,Kitsilano,489345.3184,5456777.5093
Break and Enter Commercial,2026,1,28,18,0,18XX W BROADWAY AVE,Kitsilano,489363.6694,5456786.6109
Break and Enter Commercial,2026,1,29,5,34,18XX W BROADWAY AVE,Kitsilano,489363.6694,5456786.6109
Break and Enter Commercial,2026,6,6,0,16,19XX E HASTINGS ST,Grandview-Woodland,495324.4343,5458722.5248
Break and Enter Commercial,2026,6,9,3,38,19XX E HASTINGS ST,Grandview-Woodland,495324.4343,5458722.5248
Break and Enter Commercial,2026,3,18,5,15,19XX MAIN ST,Mount Pleasant,492675.3976,5457256.4462
Break and Enter Commercial,2026,6,5,8,28,19XX PENDRELL ST,West End,489581.8881,5459666.7039
Break and Enter Commercial,2026,2,21,10,0,19XX ROBSON ST,West End,490033.0291,5459988.8383
Break and Enter Commercial,2026,1,5,2,30,19XX SCOTIA ST,Mount Pleasant,492854.1081,5457215.1597
Break and Enter Commercial,2026,1,20,19,42,19XX STAINSBURY AVE,Kensington-Cedar Cottage,495248.1819,5455410.8064
Break and Enter Commercial,2026,6,18,9,42,19XX TRAFALGAR ST,Kitsilano,488025.6235,5457338.6645
Break and Enter Commercial,2026,3,13,4,52,19XX W BROADWAY AVE,Kitsilano,489159.7578,5456792.271
Break and Enter Commercial,2026,2,27,7,0,1X WATER ST,Central Business District,492394.5419,5458980.1627
Break and Enter Commercial,2026,4,12,5,23,27XX ALDER ST,Fairview,490449.0545,5456467.0212
Break and Enter Commercial,2026,2,7,3,26,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Break and Enter Commercial,2026,1,17,4,30,27XX E HASTINGS ST,Hastings-Sunrise,496593.169,5458716.8218
Break and Enter Commercial,2026,2,8,8,17,27XX KINGSWAY AVE,Renfrew-Collingwood,496489.5461,5453833.4889
Break and Enter Commercial,2026,6,23,2,40,28XX ARBUTUS ST,Kitsilano,488865.4112,5456388.0548
Break and Enter Commercial,2026,4,23,10,6,28XX E 45TH AVE,Killarney,496646.7092,5452961.6535
Break and Enter Commercial,2026,2,9,3,21,28XX E BROADWAY AVE,Hastings-Sunrise,496750.4551,5456582.2825
Break and Enter Commercial,2026,3,19,4,38,28XX E HASTINGS ST,Hastings-Sunrise,496681.7818,5458707.636
Break and Enter Commercial,2026,2,25,19,59,28XX HORLEY ST,Renfrew-Collingwood,496615.5044,5454088.5565
Break and Enter Commercial,2026,1,3,4,25,29XX ALDER ST,Fairview,490434.5271,5456320.9367
Break and Enter Commercial,2026,3,22,16,45,29XX W 4TH AVE,Kitsilano,487512.6311,5457305.9452
Break and Enter Commercial,2026,3,22,1,0,29XX W 4TH AVE,Kitsilano,487522.1012,5457305.7865
Break and Enter Commercial,2026,7,20,7,50,29XX W BROADWAY AVE,Kitsilano,487538.2282,5456827.8131
Break and Enter Commercial,2026,1,26,3,30,29XX W BROADWAY AVE,Kitsilano,487599.7883,5456834.1963
Break and Enter Commercial,2026,2,17,5,0,2X BLOOD ALLEY SQ,Central Business District,492371.6978,5458919.6691
Break and Enter Commercial,2026,7,17,14,57,2X E CORDOVA ST,Central Business District,492453.0836,5458847.036
Break and Enter Commercial,2026,5,9,4,35,2X E PENDER ST,Central Business District,492445.576,5458646.0192
Break and Enter Commercial,2026,1,4,5,10,3X W PENDER ST,Central Business District,492331.9062,5458659.1097
Break and Enter Commercial,2026,1,23,7,30,3XX CARRALL ST,Central Business District,492411.052,5458829.6302
Break and Enter Commercial,2026,4,17,18,13,3XX DUNSMUIR ST,Central Business District,491767.2936,5458754.0702
Break and Enter Commercial,2026,7,8,1,57,3XX DUNSMUIR ST,Central Business District,491796.3944,5458737.8055
Break and Enter Commercial,2026,2,10,0,25,25XX W 16TH AVE,Kitsilano,488020.6571,5456109.2937
Break and Enter Commercial,2026,4,2,16,0,25XX WALL ST,Hastings-Sunrise,496210.5827,5459881.7974
Break and Enter Commercial,2026,4,24,8,18,26XX BLANCHE ST,Killarney,496178.061,5450435.8613
Break and Enter Commercial,2026,1,12,23,59,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494924.705,5456496.7831
Break and Enter Commercial,2026,5,15,0,0,26XX DUKE ST,Renfrew-Collingwood,496312.7208,5454067.8218
Break and Enter Commercial,2026,4,27,5,40,26XX E 49TH AVE,Victoria-Fraserview,496089.5203,5452451.9557
Break and Enter Commercial,2026,5,20,23,45,26XX FIR ST,Fairview,489740.1257,5456636.3833
Break and Enter Commercial,2026,1,10,22,44,26XX GRANDVIEW HWY S,Renfrew-Collingwood,496178.7084,5456082.9955
Break and Enter Commercial,2026,1,8,3,0,26XX MAIN ST,Mount Pleasant,492654.5685,5456549.4776
Break and Enter Commercial,2026,2,7,20,28,26XX NANAIMO ST,Kensington-Cedar Cottage,495877.5058,5456445.2186
Break and Enter Commercial,2026,7,8,18,0,26XX QUEBEC ST,Mount Pleasant,492501.2277,5456588.0576
Break and Enter Commercial,2026,2,17,4,0,26XX RENFREW ST,Renfrew-Collingwood,496769.3348,5456408.4769
Break and Enter Commercial,2026,6,16,4,45,26XX RENFREW ST,Renfrew-Collingwood,496769.7681,5456426.872
Break and Enter Commercial,2026,6,19,3,5,2XX W BROADWAY AVE,Mount Pleasant,491992.0466,5456708.6427
Break and Enter Commercial,2026,1,15,17,0,30XX HEATHER ST,Fairview,491266.0469,5456133.2619
Break and Enter Commercial,2026,3,8,3,50,30XX KINGSWAY AVE,Renfrew-Collingwood,496923.2553,5453689.3071
Break and Enter Commercial,2026,1,17,12,40,30XX MAIN ST,Mount Pleasant,492641.6292,5456101.0489
Break and Enter Commercial,2026,4,13,19,30,30XX WALL ST,Hastings-Sunrise,496975.9531,5459622.1173
Break and Enter Commercial,2026,4,14,11,51,30XX WALL ST,Hastings-Sunrise,496975.9531,5459622.1173
Break and Enter Commercial,2026,1,16,3,45,31XX ASH ST,Fairview,491399.9501,5456033.0543
Break and Enter Commercial,2026,7,17,23,15,31XX CAMBIE ST,Mount Pleasant,491633.838,5456116.6494
Break and Enter Commercial,2026,5,25,22,0,32XX KINGSWAY AVE,Renfrew-Collingwood,497362.8881,5453508.8885
Break and Enter Commercial,2026,1,6,0,10,32XX MAIN ST,Riley Park,492626.9329,5455906.6699
Break and Enter Commercial,2026,3,12,1,0,33XX CAMBIE ST,South Cambie,491616.5618,5455835.5555
Break and Enter Commercial,2026,4,6,0,1,33XX DUNBAR ST,Dunbar-Southlands,486533.5538,5456003.9872
Break and Enter Commercial,2026,4,20,12,3,33XX DUNBAR ST,Dunbar-Southlands,486533.5538,5456003.9872
Break and Enter Commercial,2026,4,21,4,0,33XX E 29TH AVE,Renfrew-Collingwood,497549.9984,5454633.3173
Break and Enter Commercial,2026,5,22,6,22,33XX MAIN ST,Riley Park,492650.6285,5455798.3804
Break and Enter Commercial,2026,2,24,4,44,33XX VANNESS AVE,Renfrew-Collingwood,497634.8135,5453967.369
Break and Enter Commercial,2026,1,5,18,33,33XX WELLINGTON AVE,Renfrew-Collingwood,497430.2154,5454385.2548
Break and Enter Commercial,2026,3,4,2,0,34XX CAMBIE ST,Riley Park,491624.2465,5455792.0907
Break and Enter Commercial,2026,3,8,4,40,34XX COMMERCIAL ST,Kensington-Cedar Cottage,495055.2396,5455659.8958
Break and Enter Commercial,2026,3,13,13,48,34XX CROWLEY DR,Renfrew-Collingwood,497643.8055,5453839.9184
Break and Enter Commercial,2026,4,26,3,50,34XX DUNBAR ST,Dunbar-Southlands,486533.2114,5455950.1125
Break and Enter Commercial,2026,3,12,0,40,4XX BROUGHTON ST,Central Business District,490825.5765,5459741.7636
Break and Enter Commercial,2026,1,29,9,51,4XX COLUMBIA ST,Central Business District,492557.7203,5458719.5734
Break and Enter Commercial,2026,6,21,21,0,4XX COLUMBIA ST,Central Business District,492557.7203,5458719.5734
Break and Enter Commercial,2026,7,14,9,5,4XX E 6TH AVE,Mount Pleasant,493142.3557,5456944.3458
Break and Enter Commercial,2026,7,30,2,44,4XX GRANVILLE ST,Central Business District,491666.7587,5459118.8959
Break and Enter Commercial,2026,5,23,6,0,4XX HOWE ST,Central Business District,491649.8417,5459233.7553
Break and Enter Commercial,2026,2,4,8,25,4XX INDUSTRIAL AVE,Strathcona,493083.7221,5457410.3172
Break and Enter Commercial,2026,6,12,6,40,4XX MAIN ST,Strathcona,492754.14,5458714.2147
Break and Enter Commercial,2026,6,22,8,19,4XX MAIN ST,Strathcona,492754.14,5458714.2147
Break and Enter Commercial,2026,4,24,9,23,4XX MAIN ST,Strathcona,492754.1531,5458715.5736
Break and Enter Commercial,2026,7,19,4,45,4XX RAILWAY ST,Strathcona,493090.2859,5459135.8819
Break and Enter Commercial,2026,3,31,12,17,4XX RAILWAY ST,Strathcona,493131.1814,5459135.5166
Break and Enter Commercial,2026,2,24,6,45,4XX RICHARDS ST,Central Business District,491863.486,5459034.3289
Break and Enter Commercial,2026,5,8,23,5,4XX ROBSON ST,Central Business District,491474.6953,5458548.2696
Break and Enter Commercial,2026,6,19,17,0,4XX SW MARINE DR,Marpole,491547.2632,5450856.636
Break and Enter Commercial,2026,4,5,0,34,4XX W 16TH AVE,Riley Park,491663.8933,5456017.4062
Break and Enter Commercial,2026,4,11,18,53,4XX W 42ND AVE,Oakridge,491581.5587,5453325.3821
Break and Enter Commercial,2026,4,18,9,16,4XX W 42ND AVE,Oakridge,491581.5587,5453325.3821
Break and Enter Commercial,2026,2,24,1,0,4XX W 63RD AVE,Marpole,491554.1733,5451157.3422
Break and Enter Commercial,2026,3,14,20,15,4XX W 8TH AVE,Mount Pleasant,491673.8107,5456811.6893
Break and Enter Commercial,2026,5,20,8,39,4XX W HASTINGS ST,Central Business District,491925.1127,5458981.3647
Break and Enter Commercial,2026,3,21,23,0,6XX ABBOTT ST,Central Business District,492166.4427,5458454.6056
Break and Enter Commercial,2026,1,10,6,51,6XX DUNSMUIR ST,Central Business District,491547.4218,5458974.7623
Break and Enter Commercial,2026,1,18,5,4,6XX DUNSMUIR ST,Central Business District,491547.5422,5458974.6376
Break and Enter Commercial,2026,2,23,4,57,6XX E 15TH AVE,Mount Pleasant,493415.5354,5456055.8674
Break and Enter Commercial,2026,4,17,16,0,6XX E 22ND AVE,Riley Park,493351.1213,5455370.7343
Break and Enter Commercial,2026,1,31,11,14,6XX E 44TH AVE,Sunset,493384.5305,5453043.7416
Break and Enter Commercial,2026,6,20,0,43,6XX E 65TH AVE,Sunset,493341.0233,5451011.9354
Break and Enter Commercial,2026,7,14,12,15,6XX E 7TH AVE,Mount Pleasant,493437.1254,5456840.6172
Break and Enter Commercial,2026,7,11,2,10,6XX EVANS AVE,Strathcona,493405.8709,5457733.8715
Break and Enter Commercial,2026,2,26,0,0,6XX GORE AVE,Strathcona,492927.4739,5458514.9939
Break and Enter Commercial,2026,3,20,22,34,6XX GRANVILLE ST,Central Business District,491535.0184,5458986.1559
Break and Enter Commercial,2026,3,6,15,27,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Break and Enter Commercial,2026,1,11,5,30,34XX KINGSWAY AVE,Renfrew-Collingwood,497808.3083,5453251.3737
Break and Enter Commercial,2026,2,5,10,0,34XX RENFREW ST,Renfrew-Collingwood,496761.5437,5455663.6606
Break and Enter Commercial,2026,7,17,10,7,34XX SAWMILL CRES,Killarney,497635.02,5450363.1502
Break and Enter Commercial,2026,2,6,21,53,34XX SAWMILL CRES,Killarney,497659.6438,5450359.5256
Break and Enter Commercial,2026,6,29,4,10,35XX KINGSWAY AVE,Renfrew-Collingwood,497907.2861,5453259.1606
Break and Enter Commercial,2026,4,5,6,43,35XX KINGSWAY AVE,Killarney,497943.086,5453252.7194
Break and Enter Commercial,2026,5,23,20,15,35XX KINGSWAY AVE,Renfrew-Collingwood,497974.7727,5453263.9038
Break and Enter Commercial,2026,4,24,22,0,35XX PRICE ST,Renfrew-Collingwood,497955.5707,5454305.5604
Break and Enter Commercial,2026,1,12,17,0,35XX SLOCAN ST,Renfrew-Collingwood,496385.8387,5455537.5738
Break and Enter Commercial,2026,3,11,16,30,36XX E 1ST AVE,Hastings-Sunrise,498251.0875,5457415.6956
Break and Enter Commercial,2026,1,1,5,11,36XX KINGSWAY AVE,Killarney,498081.5624,5453261.1107
Break and Enter Commercial,2026,6,13,2,33,36XX KINGSWAY AVE,Renfrew-Collingwood,498128.534,5453283.4776
Break and Enter Commercial,2026,7,11,21,50,36XX RAE AVE,Renfrew-Collingwood,498199.0597,5453761.6588
Break and Enter Commercial,2026,7,9,16,0,36XX RAE AVE,Renfrew-Collingwood,498236.1176,5453738.6479
Break and Enter Commercial,2026,7,12,12,42,36XX RAE AVE,Renfrew-Collingwood,498236.1176,5453738.6479
Break and Enter Commercial,2026,1,15,2,0,36XX SAWMILL CRES,Killarney,498191.6031,5450392.1307
Break and Enter Commercial,2026,7,25,23,0,36XX VANNESS AVE,Renfrew-Collingwood,498191.0322,5453577.854
Break and Enter Commercial,2026,1,7,5,21,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.9207,5455562.1341
Break and Enter Commercial,2026,2,20,9,50,36XX W 39TH AVE,Dunbar-Southlands,486472.7744,5453752.2333
Break and Enter Commercial,2026,6,10,23,30,36XX W 5TH AVE,Kitsilano,486603.0215,5457249.6287
Break and Enter Commercial,2026,5,1,5,38,37XX MAIN ST,Riley Park,492637.3825,5455398.7249
Break and Enter Commercial,2026,4,20,4,30,37XX W 10TH AVE,West Point Grey,486374.1352,5456762.9005
Break and Enter Commercial,2026,3,10,6,0,37XX W 31ST AVE,Dunbar-Southlands,486410.406,5454623.3116
Break and Enter Commercial,2026,3,29,20,0,38XX OAK ST,South Cambie,490738.6986,5455398.9021
Break and Enter Commercial,2026,6,16,13,21,39XX W 51ST AVE,Musqueam,485986.3056,5452553.5634
Break and Enter Commercial,2026,7,30,16,31,3X COMMERCIAL DR,Grandview-Woodland,494880.6602,5459047.3695
Break and Enter Commercial,2026,3,20,15,0,5XX BEATTY ST,Central Business District,492040.7297,5458645.706
Break and Enter Commercial,2026,4,20,2,30,5XX BEATTY ST,Central Business District,492093.5706,5458699.2073
Break and Enter Commercial,2026,3,11,1,0,5XX CARRALL ST,Central Business District,492408.0336,5458534.6189
Break and Enter Commercial,2026,4,23,21,13,5XX DUNSMUIR ST,Central Business District,491623.6399,5458898.3022
Break and Enter Commercial,2026,6,7,9,7,5XX DUNSMUIR ST,Central Business District,491632.529,5458917.5787
Break and Enter Commercial,2026,2,3,22,36,5XX E HASTINGS ST,Strathcona,493272.5649,5458726.9232
Break and Enter Commercial,2026,3,17,0,15,5XX E HASTINGS ST,Strathcona,493272.5649,5458726.9232
Break and Enter Commercial,2026,7,21,10,15,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.7542
Break and Enter Commercial,2026,7,26,6,24,5XX GRANVILLE ST,Central Business District,491594.1688,5459045.7646
Break and Enter Commercial,2026,4,9,12,45,5XX GREAT NORTHERN WAY,Strathcona,493300.4716,5457123.2281
Break and Enter Commercial,2026,2,10,5,56,5XX HOWE ST,Central Business District,491467.5684,5459074.6425
Break and Enter Commercial,2026,4,5,14,37,5XX HOWE ST,Central Business District,491467.5684,5459074.6425
Break and Enter Commercial,2026,5,26,2,10,5XX HOWE ST,Central Business District,491470.5525,5459077.6294
Break and Enter Commercial,2026,6,7,7,0,5XX KINGSWAY AVE,Mount Pleasant,493167.3237,5456153.1208
Break and Enter Commercial,2026,7,13,16,24,5XX POWELL ST,Strathcona,493308.3501,5458920.4945
Break and Enter Commercial,2026,1,7,19,36,5XX RAILWAY ST,Strathcona,493229.8651,5459116.0739
Break and Enter Commercial,2026,3,25,22,46,5XX RAILWAY ST,Strathcona,493229.8651,5459116.0739
Break and Enter Commercial,2026,6,12,19,25,5XX RICHARDS ST,Central Business District,491699.8377,5458882.8553
Break and Enter Commercial,2026,6,19,15,21,5XX RICHARDS ST,Central Business District,491724.6562,5458907.7992
Break and Enter Commercial,2026,2,3,10,6,5XX RICHARDS ST,Central Business District,491772.1761,5458942.5941
Break and Enter Commercial,2026,5,14,3,30,5XX SEYMOUR ST,Central Business District,491644.6188,5458951.8659
Break and Enter Commercial,2026,3,23,4,43,5XX TAYLOR ST,Central Business District,492305.2617,5458595.6378
Break and Enter Commercial,2026,5,10,21,58,5XX TAYLOR ST,Central Business District,492305.2617,5458595.6378
Break and Enter Commercial,2026,1,9,22,0,5XX W 12TH AVE,Fairview,491525.979,5456417.3884
Break and Enter Commercial,2026,2,9,3,20,5XX W 12TH AVE,Fairview,491525.979,5456417.3884
Break and Enter Commercial,2026,4,21,4,0,5XX W 12TH AVE,Fairview,491525.979,5456417.3884
Break and Enter Commercial,2026,2,28,22,0,5XX W 12TH AVE,Fairview,491526.3604,5456417.3795
Break and Enter Commercial,2026,5,23,5,0,88XX LAUREL ST,Marpole,490829.1462,5450381.6812
Break and Enter Commercial,2026,6,16,19,0,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Break and Enter Commercial,2026,4,11,20,30,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Break and Enter Commercial,2026,3,19,0,33,8XX BROUGHTON ST,West End,490489.5347,5459402.7363
Break and Enter Commercial,2026,3,1,12,5,8XX BURRARD ST,West End,491011.453,5458904.2617
Break and Enter Commercial,2026,5,2,10,18,8XX DENMAN ST,West End,490065.2849,5459789.1558
Break and Enter Commercial,2026,6,5,2,20,8XX DUNSMUIR ST,Central Business District,491417.5051,5459130.9449
